job_link,job_name,job_text,job_company,job_location,job_type,job_date
https://fr.indeed.com//rc/clk?jk=1056407e5b75a317&bb=n3GSpykd4H7DqilTGgZKiwNTGDvVfU5FWAvP4ryPffCzhi1D0tqZVencT0p4GRE7FxtNHzAsswrVxJ6g4NyOsmEZGdM5Uwsbsh8ON7Dc4SJVmH7wYE2jMQoeB4HZ9aUe&xkcb=SoA567M3-SveeGRYUR0MbzkdCdPP&fccid=403ef96bbb852442&vjs=3,Data Analyst Senior (F-H) H/F,"MISSIONS : Devenir expert de la donnée disponible sur plusieurs domaines stratégiques ; Gérer la définition de KPIs et la mise à disposition de la donnée pour autonomiser au maximum les équipes métiers ; Aide à la décision : Faire des analyses avancées pour accompagner la prise de décision et la croissance (actions marketing, nouveau produit commercial ...) ; Nourrir l'équipe Data Science d'insights afin d'optimiser les algorithmes présents sur la plateforme ; Embarquer tous les stakeholders vers une culture data. PROFIL & COMPETECES  Expérience significative (au moins 5 ans) en tant que Data Analyst, Data Scientist ou consultant en Analytics ; Maîtrise parfaite des outils d'analyse de données (SQL, librairies d'analyse de données sur Python) ; Connaissance approfondie du secteur du e-commerce ou de la marketplace ; Capacité à vulgariser et communiquer de manière synthétique les résultats d'analyse ; Autonomie dans la gestion d'un projet data analytique ; Capacité à proposer des recommandations concrètes et activables.",GROUPE LA CENTRALE,Paris (75),CDI,2024-07-12
https://fr.indeed.com//rc/clk?jk=e1e3483d1be92dd8&bb=n3GSpykd4H7DqilTGgZKi5AGfUkpXOq5EXEu-teWLeGCK753r-_5jJzAWZSLgUyxwCaD2ZJkYKgoO5om3du8kNXzWT_mpqzFsjhBBdkLgRBHs29L3RF1qdx5OejuXLEZ&xkcb=SoDQ67M3-SveeGRYUR0DbzkdCdPP&fccid=a331d49a48fe2c0e&vjs=3,Data Analyst Middle H/F - Lille,"La Société Noveo :  Le Groupe Noveo, acteur majeur dans le développement de solutions innovantes, accompagne ses Clients Grands Comptes, PME et Startups dans la transformation et la mise en œuvre de leurs systèmes d'informations et solutions digitales.  Groupe international, s'appuyant sur une équipe de plus de 1000 ingénieurs, et fort de plus de 20 ans d'expérience dans le développement de systèmes complexes, le Groupe Noveo se positionne au cœur de la convergence des SI et des solutions numériques et digitales. Contexte :  Dans le cadre de notre développement, nous recherchons 1 Data Analyst middle H/F en CDI pour rejoindre Noveo et intervenir directement chez l’un de nos clients pour une mission longue. Vous intégrerez l'équipe Data Performance / Finance d'une entreprise leader dans le secteur du retail. Nous recherchons un profil de Data Analyst H/F spécialisé dans la mise à disposition d'indicateurs complexes. Vous devez être capable de maîtriser les croisements de données multiples pour modéliser des indicateurs restitués sous forme de tableaux de bord sur PowerBI. VOTRE MISSION : Mettre en œuvre des outils informatiques, des techniques et des méthodes statistiques pour permettre d'organiser, synthétiser et traduire efficacement des données.  VOTRE ACTIVITÉ :Vous fournissez un appui analytique à la conduite d'exploration et à l'analyse complexe de donnéesVous créez des algorithmes de recherche de données qui permettent d'explorer les données utiles.Vous procédez aussi à l'industrialisation du procédé pour les données les plus intéressantes. Et organisez, synthétisez et traduisez les informations pour faciliter la prise de décision.Vous gérez les opérations et l'administration, la modélisation et l'architecture des gisements de données. Et vous assurez que les bases de données existantes fonctionnent bien et en cohérence.  VOS LIVRABLES :Modèle et structuration des donnéesAlgorithme / Méthode statistique Profil recherché :  De formation Ingénieur, nous recherchons un Data Analyst H/F possédant une expérience de 4 à 5 ans sur un poste similaire. Environnement Technique : Datavisualisation - PowerBI - Confirmé SQL - Confirmé Anglais courant indispensable. Poste basé à Lille (télétravail possible 1 jour par semaine). Salaire 45 - 49 K€ brut annuel + Titres restaurant de 11€ par jour travaillé pris en charge à 50% + Transports en commun pris en charge à 50% + Mutuelle Alan prise en charge à 50% + 10 jours de RTT (contrat de 39H). Envie de rejoindre Noveo ?! Rencontrons-nous !  A vous de jouer",Noveo,59700 Marcq-en-Barœul,"CDI, Temps plein",2024-07-12
https://fr.indeed.com//rc/clk?jk=e5f0e30848c19822&bb=n3GSpykd4H7DqilTGgZKiz7TsuEQHphgumkg1VAbnPY7VxY9K1U4vtJh1THqPWjFx2NgQiYAlCOnWvkTxcd7n_1lxj_BNkZ_nIf4CgTss1RE0D1W3Mm_hg%3D%3D&xkcb=SoBk67M3-SveeGRYUR0CbzkdCdPP&fccid=394bf9051b9139ba&vjs=3,PLM Business Data Analyst - H/F F/H,"IY - CONCEPTION & INDUSTRIALISATION recrute :Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. Implanté sur tous les continents, le Groupe emploie 92 000 collaborateurs pour un chiffre d'affaires de 23,2 milliards d'euros en 2023, et occupe, seul ou en partenariat, des positions de premier plan mondial ou européen sur ses marchés. Safran s'engage dans des programmes de recherche et développement qui préservent les priorités environnementales de sa feuille de route d'innovation technologique.  Safran est la 1ère entreprise du secteur aéronautique et défense du classement « World's Best Companies 2023 » du magazine TIME.   Motoriste aéronautique depuis plus de 110 ans, Safran Aircraft Engines, conçoit, développe, produit et commercialise, seul ou en coopération, des moteurs pour avions civils et militaires. Descriptif mission Au sein du Département Méthodes et Ateliers numériques de la Direction Industrielle de Safran Aircraft Engines, vous contribuerez à la Transformation Digitale de la Direction et plus particulièrement aux développements de la filière Data du processus DEV-04-MP0-Industrialiser.   En effet, depuis quelques années la direction industrielle s'est engagée dans le projet d'outiller le processus de conception des gammes et de validation industrielle, en développant un portail de consultation des données de son PLM. Ce système s'appuie aujourd'hui sur la suite logicielle de Dassault Systèmes : 3DEXPERIENCE et EXALEAD CLOUD VIEW. Il est déployé sur 11 sites de la Direction Industrielle en France et à l'étranger (Mexique, Etats-Unis, Inde, Chine)   Le PLM interfacé aux référentiels Produits, au MES APRISO (Manufacturing Executive System) et à l'ERP , offre à la Direction Industrielle un outil qui permet à la fois de garantir la continuité numérique des informations manipulées mais aussi d'apporter de la valeur au travers du traitement et la diffusion des données.   Les enjeux et les gains potentiels relatifs au périmètre de l'analyse des data, incitent SAE à renforcer ces compétences techniques internes dans ce domaine. Le poste de PLM Business Data Analyst s'inscrit dans cette volonté de disposer d'une leader technique capable de répondre aux besoins croissants en matière d'exploitation des informations.IY - CONCEPTION & INDUSTRIALISATION recherche :   Expérience de 1 à 3 ans.    Votre maîtrise des compétences de développement informatique (java, html, css, jquery, javascript ....) vous permettrons d'appréhender rapidement les principes d'évolutions de la plateforme EXALEAD Cloud view, d'y apporter vos propres évolutions ou bien de contrôler celles réaliser par des développeurs externes.    En tant que réel leader technique, votre leadership sera un atout important pour coordonner les activités avec l'équipe de développement offshore. Votre maîtrise de la langue anglaise devra permettre un échange fluide avec cette équipe.    La maîtrise ou l'usage préalable des solutions 3DEXPERIENCE et/ou EXALEAD serait un avantage significatif pour le poste.    Vous êtes intéressé(e) par l'innovation et la digitalisation des métiers de la Direction Industrielle et de ses directions partenaires.   Résumé :Référence : 2024140995    Corbeil - Grand Est - France     CDI     2024-05-15     Débutant / Jeune diplomé",IY - CONCEPTION & INDUSTRIALISATION,Corbeil (51),CDI,2024-07-07
https://fr.indeed.com//rc/clk?jk=c53c241498a5e0ea&bb=n3GSpykd4H7DqilTGgZKi3KQml7tdAEV2ExsVaF9jG2d7Xl8rO68bouA-9L7rw3SyJ30iZUO5JazNOXoEuiuqgrL3kUnxBYwa63C-4KbwldeD6BwwqSGCA%3D%3D&xkcb=SoD567M3-SveeGRYUR0BbzkdCdPP&fccid=c345b06b9f22e507&vjs=3,Data Analyste PowerBI F/H,"votre rôle Notre équipe lilloise s'agrandit ! Orange Business, recherche pour son site de Lille, son futur Data Engineer pour rejoindre sa team Data.  Votre quotidien ? En intégrant Orange Business, vous pouvez participer à une grande diversité d’activités dans la Data. En voici un aperçu : Vos principales missions seront :   1/ Au démarrage du projet : Recueillir et analyser les besoins du client Rédiger les spécifications fonctionnelles et techniques Estimer les charges 2/ Pendant la phase de réalisation : Mettre en place de flux d'alimentation vers différents serveurs Créer des requêtes SQL Participer à la modélisation de données Concevoir et développer des solutions frontend BI à des fins analytics & dashboarding : o Communiquer et traduire les résultats complexes et leurs implications aux parties prenantes de l'entreprise o Accompagner les Métiers dans la compréhension des Analytics et mise en oeuvre de solution ""data driven"" o Tester les différentes restitutions (cubes OLAP, tableaux de bord, reporting) Mettre en œuvre des solutions industrielles exploitables, mesurables et opérables En fonction de votre évolution et de nos enjeux, vous pouvez aussi évoluer sur des missions transverses (conseil, coaching, avant-vente, formation, audit, etc.). La prise d’initiative est toujours la bienvenue ! votre profil Vous possédez 3 ans d'expérience ou plus autour d’écosystèmes BI. Vous maitrisez la chaîne de valeur du traitement de la donnée, vous savez intégrer les enjeux de sécurité des données Vous maîtrisez Power BI sous toutes ses composantes : Power Query, Dax, ainsi que le dashboarding PowerBI entité L’ambition d’Orange Business est de devenir l’intégrateur réseaux et numérique de référence en Europe, en nous appuyant sur nos forces autour des solutions de connectivité nouvelle génération, du cloud et de la cybersécurité. Nos 30 000 femmes et hommes présents dans 65 pays, dont chaque voix compte, sont tous animés par la même détermination et le même esprit d’équipe, pour construire les solutions digitales d’aujourd’hui et de demain et créer un impact positif pour nos clients, pour leurs salariés et pour la planète. Nous offrons des opportunités passionnantes grâce à des projets innovants dans la data et le digital, le cloud, l’IA, la cybersécurité, l’IoT, ou encore le digital workspace et le big data. Venez vivre cette aventure avec nous ! contrat CDI",Orange,Villeneuve-d'Ascq (59),CDI,2024-07-05
https://fr.indeed.com//rc/clk?jk=ea9efcc14a4c0681&bb=n3GSpykd4H7DqilTGgZKi9YZTZtF0CpZXVWPrdd3KSkBITHcJjPiDYI1gHzW9O7EDl3bTrVm5ojbQUWflehfu3eNpPxnQMXhbz2aHPGDQcob-jOffu7_VYvFHyFtCcU6&xkcb=SoBN67M3-SveeGRYUR0AbzkdCdPP&fccid=ab345e38e6f0af28&vjs=3,Data Analyst mesure de la performance et prise de décisions F/H,"Informations générales Entité légale Chez Framatome, filiale d'EDF, nous concevons et fournissons des équipements, des services, du combustible, et des systèmes de contrôle-commande pour les centrales nucléaires du monde entier.     Nos 18 000 collaborateurs permettent chaque jour à nos clients de produire un mix énergétique bas-carbone toujours plus propre, plus sûr et plus économique.     Nos équipes développent également des solutions pour les secteurs de la défense, de la médecine nucléaire et du spatial.     Implantée dans une vingtaine de pays, Framatome rassemble les expertises d'hommes et de femmes passionnés et convaincus que le nucléaire est une énergie d'avenir.     Entreprise responsable, nous développons des actions pour former et accompagner les premières expériences professionnelles (label Happy Trainees), intégrer tous les talents, dont les personnes en situation de handicap, œuvrer pour l'égalité professionnelle et la mixité de nos métiers (94/100 à l'index de l'égalité hommes-femmes) et concilier les temps de vie.     Pour suivre notre actualité, retrouvez-nous sur www.framatome.com, LinkedIn, Instagram et X.   Référence 2024-17746   Date de parution 11/07/2024   Description du poste Métier  O - PERFORMANCE & PROCESSUS - O3 - Support à la performance Intitulé du poste  Alternance - Data Analyst mesure de la performance et prise de décisions F/H Contrat  Alternance Fourchette de rémunération  Barème Alternance, Stage et VIE Description de la BU  / Description de la mission Nous recherchons un/e collaborateur(rice) en formation par alternance pour être le promoteur/trice de l’entreprise dans la décision basée sur l’analyse de données et pour cela : 1. Définir les critères d’analyse de risque sur la pertinence des données et construire la matrice correspondante à appliquer de façon systématique à chaque demande d’étude statistique (représentativité de l’échantillonnage, du système de mesurage, du nombre de données, de la forme des distributions, …). 2. Être force de proposition dans le choix du type d’analyse statistique à conduire au regard des problématiques rencontrées et des informations, diagnostics et prises de décisions attendues. De ce fait, aider à la connaissance des procédés et à l’influence des facteurs organisationnels et humains afin de proposer des voies d’amélioration. 3. Développer les applications du logiciel statistique de l’entreprise « Minitab » non encore connues/utilisées qui pourraient servir en fonction du contexte. Exemples : Analyses de concordance, les Séries chronologiques, l’Analyse prévisionnelle, les différents types de Régression, plan d’Echantillonnage, … 4. Accompagner les responsables de procédés dans leurs analyses statistiques (ANOVA, Capabilité, Carte de Contrôle, R&R des méthodes de mesure, Plan d’Expérience, ACP, ACM, …) de leurs données de fabrication : caractéristiques de conformité produit ou issu du monitoring des paramètres influents de maîtrise de leur procédé de fabrication. Accompagner tous les autres services administratifs du site qui auraient besoin de tirer des informations de leur données afin d’aider à la prise de décision. 5. Former les acteurs de l’entreprise à la compréhension des outils de l’analyse statistique de données : savoir vulgariser et faire comprendre les concepts et prouver de façon pragmatique leur efficacité au travers de cas concrets, tout en utilisant le logiciel « Minitab ». Profil Vous préparez une formation de niveua Bac+2/5. Vous avez des :Compétences en analyse statistique de données et informatique décisionnelleAppétence dans les relations interpersonnelles car beaucoup d’interactions avec des responsables de procédésCompétences rédactionnelles : rapports d’analyses à fournir et présentations devant public des résultats Localisation du poste Localisation du poste  France, Bourgogne-Franche-Comté, Saône et loire (71) Site  Saint Marcel Déplacements  Non Durée du contrat en mois  12 mois Critères candidat Niveau d'études min. requis  Bac+2 Niveau d'expérience min. requis  Etudiant Niveau d'emploi  Etudiant Informations additionnelles Poste soumis à enquête administrative  Oui Poste soumis à autorisation au titre du contrôle des exportations  Non",Framatome,Saint-Marcel (71),Alternance,2024-07-12
https://fr.indeed.com//rc/clk?jk=64d6cc55743e91ba&bb=n3GSpykd4H7DqilTGgZKi5AGfUkpXOq5oXrvorvbAlxQXiWSRqTp4_xxD7rJSCd8Zag0K2XUU5DTbz9s6A3Gx72Wsuq8RtkyOcrMNMzpbhM7HH716lHn0w%3D%3D&xkcb=SoDD67M3-SveeGRYUR0HbzkdCdPP&fccid=63f02c7e31cdfb5d&vjs=3,Data Analyst / Data viz Lutte contre la fraude (LCLF) - Expert POWER BI / +9ans d'XP,"Contexte :  La direction Risk Management et Lutte Contre La Fraude propose aux établissements pour notre client et à ses clients, un ensemble de services et prestations dédiés à la Lutte contre la Fraude.   Ces services et prestations évoluent en fonction des exigences réglementaires, du déploiement de nouveaux moyens de paiements et de l?évolution de la fraude.   Contexte / Objectifs :   La prestation consiste à : Comprendre l?environnement et le métier de la LCLFS'approprier les dashboard existantsComprendre et mettre en lumière les KPI des métiers de la LCLF : refontes design et graphiquesParticiper à la collecte, la transformation et la gestion des données pour en assurer l'intégrité, la sécurité et la qualitéAnimer des groupes de travail avec les sponsors pour collecter les besoinsElaborer et automatiser les traitementsFormation et accompagnement des utilisateurs. Description :   ? Mettre en oeuvre des outils informatiques, des techniques et des méthodes statistiques pour permettre d?organiser, synthétiser et traduire efficacement des données   ? Fournir un appui analytique à la conduite d?exploration et à l?analyse complexe de données   ? Créer des algorithmes de recherche de données qui permettent d'explorer les données utiles   ? Procèder aussi à l'industrialisation du procédé pour les données les plus intéressantes. Et organiser, synthétise et traduit les informations pour faciliter la prise de décision.   ? Gèrer les opérations et l'administration, la modélisation et l'architecture des gisements de données. Et s'assurer que les bases de données existantes fonctionnent bien et en cohérence   ? Donner un sens aux données à l?aide de ses connaissances analytiques (SQL, analytics/BI, statistiques basiques)   ? Travailler en collaboration avec le management pour résoudre des questions business en se focalisant sur l?analyse du passé  Profil candidat:  Soft skills :  Forte sensibilité à l?UX, au designSens de l'initiative et du résultat Capacité de travail en équipe et co-créationBon communicant à l?écrit et à l?oral Connaissances techniques :  Sensible et informé des évolutions technologiques sur les piles logicielles pratiquéesbonne connaissance générale des logiques décisionnellesenvironnements et outils Azure (Synapse, SSAS) et de Google Cloud Platform (BigQuery) Outils de requêtage : SQLDelivery : GitViz : Expertise sur PowerBI.",HIGHTEAM,Paris (75),CDI,2024-07-10
https://fr.indeed.com//rc/clk?jk=66f9f7ee7a896680&bb=n3GSpykd4H7DqilTGgZKi40vCHcFT7h07-8STC8co1n-eQdIwhZ0u4BQEOHBsCTXK5njm8X4ieuDfI_eMHjUzlVWpoop_RFNxEYXVicixitqoAN6oNuQOg%3D%3D&xkcb=SoB367M3-SveeGRYUR0GbzkdCdPP&fccid=67183aa1ad53ba03&vjs=3,Analyste data / Reporting F/M/X,"SAUR - VOTRE QUOTIDIEN CHEZ SAUR  Au sein d'une équipe Reporting et Pilotage des Flux positionnée sur le Centre de Pilotage Opérationnel de Vannes, vous serez le référent/la référente en Analyse Data.  Vos principales missions seront les suivantes :Appréhender les missions de l'équipe planification, supervision et reporting afin d'apporter des solutions d'amélioration de leurs outils de suiviCréer et produire des reportingsMettre en place des solutions Data pour le contrôle des flux et l'aide au pilotage de l'activitéCommuniquer sur les solutions apportées dans le cadre des projetsAnalyse des indicateurs pour apporter des solutions opérationnellesAccompagner l'alternant Analyste Data durant ses études VOTRE PROFIL De formation bac+3 / 4 ou d'expérience similaire, vous êtes réactif(ve), organisé(e), rigoureux(se) et aimez le travail en équipe.Vous avez le sens du relationnel et aimez partager les projets. La capacité à travailler sur plusieurs sujets (agile) et un esprit d'analyse sont essentiels pour occuper ce poste.Déplacements exceptionnels.  VOS AVANTAGES CHEZ SAUR Vous intégrez Saur sans période d'essai. Votre rémunération vous sera versée sur 13 mois, accompagnée d'une prime d'eau, d'une prime de participation et d'intéressement selon les résultats de l'entreprise, ainsi que d'une prime de congés payés (correspondant à 30% de votre rémunération brute mensuelle).Vous bénéficierez d'une mutuelle et d'une prévoyance Santé. Vous aurez la possibilité d'ouvrir votre Plan d'Epargne Groupe et votre PERECO, profitant de l'abondement de l'entreprise. Vous bénéficierez bien sûr de congés payés, mais également de RTT.Intégrer Saur, c'est intégrer un Groupe qui vous offrira de belles perspectives d'évolutions professionnelles et attractives. La #missionwater n'attend que vous ! Le Groupe Saur favorise la diversité et l'accueil des handicaps.",SAUR,Vannes (56),CDI,2024-07-10
https://fr.indeed.com//rc/clk?jk=ab2384f697671ab4&bb=n3GSpykd4H7DqilTGgZKi1L3FXVtO4puwvr-6uCD78kPnYP0Rz76WuBbSZ1WA2SowMTfQ4XHVra84vXI4ML-wx73sCBOe3L4o4uShBue_TgNeEV4V-kwkMo19Elcc8LW&xkcb=SoDq67M3-SveeGRYUR0FbzkdCdPP&fccid=a696efce645636cc&vjs=3,BUSINESS ANALYST,"Bestseller is seeking a passionate Business Analyst to join our dynamic team and shape the future of fashion and retail ! We are experiencing continued growth in our fast pacing, fast growing Fashion wholesale business. Do you want to join this journey and become a strategic business partner contributing to this growth. Working for the Finance Function for the French market and reporting directly to the Finance Business Partner, your position is integral to the operations and strategy of our business. YOUR RESPONSIBILITY As the France Wholesale Business Analyst, you will report to the Finance Business Partner and work in close cooperation with our Brand Managers and Key customers department. You will challenge our stakeholders and follow up on the action plans which will be agreed with them. The role requires a key business partner to our internal stakeholders, creating space for original thinking and thoughtful analysis to drive our business to the future. You will have a key role in our business development. Push the Business agenda into the future, seeking sustainable, competitive advantage Be a key contact with Brand Managers, performing profitability analysis, supporting new initiatives and the negotiation of new contracts with Wholesale customers. Become a key partner to Group functions such as Sales, Key Customers, Logistics, Marketing. Supporting the Finance business partner on annual budgets, forecasting and monitoring performance against these targets You will be responsible for internal Commercial KPIs and the follow up of action plans agreed with the stakeholders. Maintaining, updating and improving internal reports YOUR PROFILE As the Business Analyst France, you are commercially minded, excellent at building relationships across the business and motivated to see results. You are proactive and quickly adapt to changes. You have a proven experience in business partnering and in supporting management with positive challenges and following up on their action plans. You are qualified with a Bachelor or Master degree. You appreciate a flat hierarchy where each individual has the freedom with responsibility. You are confirmed experience in creating KPIs and Data analysis (PowerBI). WE LOOK FORWARD TO HEARING FROM YOU We process applications and invite for interviews on an ongoing basis. The position will be closed when we have found the right candidate. We provide equal opportunities for everyone, irrespective of gender, age, ethnicity, national origin, sexual orientation, disability or religious background, while creating an empowering environment where people can thrive and develop. For more information, visit www.about.bestseller.com. BESTSELLER was created in 1975 in Denmark by the Povlsen family. We deliver top quality clothing to consumers around the world. Our Fashion FWD scheme is bringing fashion forward until we are climate positive. Leading with brands such as: JACK & JONES, VERO MODA, ONLY, SELECTED, NOISY MAY, Y.A.S AND VILA. We are present in 38 markets globally and maintain a strong hold on the fashion sector. We have 17,000 dedicated colleagues around the world. Closeness between management and employees creates that energy. We promote quality, good results and strong values. We have amazing benefits for our team and put people first. An important philosophy behind BESTSELLER’s organisation is ""freedom with responsibility"". It empowers a high degree of freedom of action in your job, and at the same time shows you are responsible for what you do.",BESTSELLER,75009 Paris,Temps plein,2024-07-09
https://fr.indeed.com//rc/clk?jk=46f268c1ce6aab63&bb=BYzZyAB6RtQXt--RYM-NDb92AemL6Ik8c-l1upLMLXzdExqIo5oY9mUkKBjHi047K3-tLYCtKInnmq0iVAvYpcbHueRrK8A-5s_O85mLRSw--y5DwNXGiQ%3D%3D&xkcb=SoBU67M3-Svd4ZwAhR0LbzkdCdPP&fccid=c35194d01a9e2595&vjs=3,HR Data Analyst & Communication H/F en Alternance,"Summary    Acompagner l'equipe RH dans la production et l'analyse de Data et dan sla communication des activités de la RH.  About the Role Avec plus de 118 000 collaborateurs de 144 nationalités différentes, Novartis est un acteur de santé leader dans son secteur. Grâce à leur expertise unique, nos collaborateurs agissent chaque jour pour accomplir notre mission : « Découvrir de nouvelles voies pour améliorer et prolonger la vie ».  Aujourd’hui, Novartis propose un portefeuille de médicaments sans équivalent pour répondre à des besoins de santé majeurs en oncologie, immunologie et dermatologie, neurosciences, ophtalmologie, maladies cardiovasculaires et respiratoires.  Pour répondre aux défis de la médecine de demain, nos collaborateurs se mobilisent autour des valeurs et des convictions qui garantissent notre réussite commune : l’innovation pour repousser les limites de la médecine, l’intégrité pour agir dans le seul objectif d’aider les patients, la collaboration en tant que partenaire de santé engagé, mais aussi le courage de refuser le statu quo, la performance pour rester leader et la qualité permanente de nos produits et de nos actions.  Chez Novartis, nous partageons la passion de notre métier et la fierté de notre contribution envers les patients et la société. Au sein de l'équipe RH, vos missions seront les suivantes : Mettre en place le reporting site de la fonction RH : Mettre en place les outils de reporting RH Assurer le suivi et la projection en continu des effectifs Réaliser et contrôler les données RH (reporting annuel/trimestriel/mensuel des effectifs, Bilan social,…) Concevoir, réaliser et mettre à disposition les études et restitutions destinées au pilotage de la politique RH : Analyser les demandes Clients (extractions, tableaux de bords, études) Concevoir/coordonner, contrôler et diffuser les différents travaux réalisés (extractions, tableaux de bords, études) Réaliser et mettre à disposition des organigrammes adaptés aux différents clients internes (Managers, TDs, Collaborateurs …) Être garant et engager l’ensemble des acteurs RH dans l’amélioration de la qualité des données RH : Cartographier les données RH, leurs finalités et les équipes en charge Assurer et partager auprès des équipes en charge un suivi de la qualité de données Contribuer à l’acculturation des équipes RH sur le sujet de la qualité de données, et partager les bonnes pratiques Votre profil : Vous préparez un Master en Data Analyst RH et avez un goût prononcé pour le reporting Vous faites preuve d'organisation, de rigueur, d'autonomie et d'une bonne capacité à travailler en réseau sur des sujets RH, avec des interlocuteurs variés Vous avez un esprit d'analyse et vous savez êtes force de proposition Vous maitrisez les outils bureautiques (Excel, Word) Vous avez une connaissances des outils BI (dont powerBI)Why Novartis: Helping people with disease and their families takes more than innovative science. It takes a community of smart, passionate people like you. Collaborating, supporting and inspiring each other. Combining to achieve breakthroughs that change patients’ lives. Ready to create a brighter future together? https://www.novartis.com/about/strategy/people-and-culture Join our Novartis Network: Not the right Novartis role for you? Sign up to our talent community to stay connected and learn about suitable career opportunities as soon as they come up: https://talentnetwork.novartis.com/network  Division      People & Organization     Business Unit      Innovative Medicines     Location      France     Site      Paris Headquarter (Novartis Pharma S.A.S.)     Company / Legal Entity      FR12 (FCRS = FR012) Novartis Pharma S.A.S.     Job Type      Part time     Employment Type      Stagiaire/étudiant (durée déterminée)     Shift Work      No",Novartis,Paris (75),CDD,2024-07-05
https://fr.indeed.com//rc/clk?jk=3da2b1618db5fb31&bb=BYzZyAB6RtQXt--RYM-NDXnruxB8tqypZXvCuLBxM6pOOBkVZEE0zXV1khUeD0vJBA9IOX6XpbX7jKRQb3QoIENig0CMtCD08CTPM6rwXt2wQlyYPWnlPOrUfixBAArF&xkcb=SoDg67M3-Svd4ZwAhR0KbzkdCdPP&fccid=1d27cf476b023929&vjs=3,Data analyst (h/f),"Start ASAP Duration > 12 monthsemagine recherche pour l’un de ses clients grand compte un data Analyst Lieu: Montreuil Démarrage: ASAP Télétravail : hybride Durée : Longue mission Contexte: Au sein de l’équipe Data , vous assurez un accompagnement sur les différentes phases du traitement des demandes, et vous représentez le métier auprès des équipes techniques. Vous êtes impliqué dans les activités de cadrage et de conception, mais aussi vous participez dans la qualification des demandes et la priorisation des activités de l’équipe responsable de la mise en place des services. Missions : Collecter les besoins et les attentes des demandes exprimés par le métierAssurer la première analyse et accompagner le métier dans la qualification des demandesVérifier la complétude, la pertinence des demandes et les validerEtablir le planning, mener la phase de cadrage et suivre la phase de réalisationAnimer des ateliers de travail et encadrer les différentes équipes réalisatricesAssurer la communication avec le métier et l’interface avec les équipes techniquesConstruire, mettre à disposition et marketer le catalogue de services DATAAssurer le service après-vente du service mise à disposition (évolutions, incidents, …)Être force de proposition dans l'amélioration continue des services fournis à nos clients, en s'appuyant sur des indicateurs pertinents Technologies à maitriser : Tableau Software, Langages : SQL, PL/SQL Intéressé ? N’hésitez pas à me contacter au 0677716508",Skillspark AB,Montreuil (93),,2024-07-09
